D:\project\IMG\center_2024_11_03_13_04_24_625.jpg, D:\project\IMG\left_2024_11_03_13_04_24_625.jpg, D:\project\IMG\right_2024_11_03_13_04_24_625.jpg, 0, 0, 0, 0.5751907
D:\project\IMG\center_2024_11_03_13_04_24_726.jpg, D:\project\IMG\left_2024_11_03_13_04_24_726.jpg, D:\project\IMG\right_2024_11_03_13_04_24_726.jpg, 0, 0, 0, 0.5694225
D:\project\IMG\center_2024_11_03_13_04_24_828.jpg, D:\project\IMG\left_2024_11_03_13_04_24_828.jpg, D:\project\IMG\right_2024_11_03_13_04_24_828.jpg, 0, 0, 0, 0.5637123
D:\project\IMG\center_2024_11_03_13_04_24_932.jpg, D:\project\IMG\left_2024_11_03_13_04_24_932.jpg, D:\project\IMG\right_2024_11_03_13_04_24_932.jpg, 0, 0, 0, 0.5580595
D:\project\IMG\center_2024_11_03_13_04_25_034.jpg, D:\project\IMG\left_2024_11_03_13_04_25_034.jpg, D:\project\IMG\right_2024_11_03_13_04_25_034.jpg, 0, 0, 0, 0.5513509
D:\project\IMG\center_2024_11_03_13_04_25_135.jpg, D:\project\IMG\left_2024_11_03_13_04_25_135.jpg, D:\project\IMG\right_2024_11_03_13_04_25_135.jpg, 0, 0, 0, 0.545822
D:\project\IMG\center_2024_11_03_13_04_25_237.jpg, D:\project\IMG\left_2024_11_03_13_04_25_237.jpg, D:\project\IMG\right_2024_11_03_13_04_25_237.jpg, 0, 0, 0, 0.5403488
D:\project\IMG\center_2024_11_03_13_04_25_341.jpg, D:\project\IMG\left_2024_11_03_13_04_25_341.jpg, D:\project\IMG\right_2024_11_03_13_04_25_341.jpg, 0, 0, 0, 0.5349304
D:\project\IMG\center_2024_11_03_13_04_25_444.jpg, D:\project\IMG\left_2024_11_03_13_04_25_444.jpg, D:\project\IMG\right_2024_11_03_13_04_25_444.jpg, 0, 0, 0, 0.5295663
D:\project\IMG\center_2024_11_03_13_04_25_544.jpg, D:\project\IMG\left_2024_11_03_13_04_25_544.jpg, D:\project\IMG\right_2024_11_03_13_04_25_544.jpg, 0, 0, 0, 0.5242561
D:\project\IMG\center_2024_11_03_13_04_25_650.jpg, D:\project\IMG\left_2024_11_03_13_04_25_650.jpg, D:\project\IMG\right_2024_11_03_13_04_25_650.jpg, 0, 0, 0, 0.5189993
D:\project\IMG\center_2024_11_03_13_04_25_752.jpg, D:\project\IMG\left_2024_11_03_13_04_25_752.jpg, D:\project\IMG\right_2024_11_03_13_04_25_752.jpg, 0, 0, 0, 0.5127605
D:\project\IMG\center_2024_11_03_13_04_25_856.jpg, D:\project\IMG\left_2024_11_03_13_04_25_856.jpg, D:\project\IMG\right_2024_11_03_13_04_25_856.jpg, 0, 0.1369719, 0, 0.5323927
D:\project\IMG\center_2024_11_03_13_04_25_957.jpg, D:\project\IMG\left_2024_11_03_13_04_25_957.jpg, D:\project\IMG\right_2024_11_03_13_04_25_957.jpg, 0, 0.4303764, 0, 0.9709626
D:\project\IMG\center_2024_11_03_13_04_26_059.jpg, D:\project\IMG\left_2024_11_03_13_04_26_059.jpg, D:\project\IMG\right_2024_11_03_13_04_26_059.jpg, 0, 0.7354458, 0, 1.649222
D:\project\IMG\center_2024_11_03_13_04_26_163.jpg, D:\project\IMG\left_2024_11_03_13_04_26_163.jpg, D:\project\IMG\right_2024_11_03_13_04_26_163.jpg, 0, 1, 0, 2.714892
D:\project\IMG\center_2024_11_03_13_04_26_266.jpg, D:\project\IMG\left_2024_11_03_13_04_26_266.jpg, D:\project\IMG\right_2024_11_03_13_04_26_266.jpg, 0, 1, 0, 3.886838
D:\project\IMG\center_2024_11_03_13_04_26_368.jpg, D:\project\IMG\left_2024_11_03_13_04_26_368.jpg, D:\project\IMG\right_2024_11_03_13_04_26_368.jpg, 0, 1, 0, 5.054305
D:\project\IMG\center_2024_11_03_13_04_26_470.jpg, D:\project\IMG\left_2024_11_03_13_04_26_470.jpg, D:\project\IMG\right_2024_11_03_13_04_26_470.jpg, -0.2023917, 1, 0, 6.202096
D:\project\IMG\center_2024_11_03_13_04_26_571.jpg, D:\project\IMG\left_2024_11_03_13_04_26_571.jpg, D:\project\IMG\right_2024_11_03_13_04_26_571.jpg, -0.2081292, 1, 0, 7.32655
D:\project\IMG\center_2024_11_03_13_04_26_673.jpg, D:\project\IMG\left_2024_11_03_13_04_26_673.jpg, D:\project\IMG\right_2024_11_03_13_04_26_673.jpg, 0, 1, 0, 8.680532
D:\project\IMG\center_2024_11_03_13_04_26_776.jpg, D:\project\IMG\left_2024_11_03_13_04_26_776.jpg, D:\project\IMG\right_2024_11_03_13_04_26_776.jpg, 0, 1, 0, 9.80039
D:\project\IMG\center_2024_11_03_13_04_26_878.jpg, D:\project\IMG\left_2024_11_03_13_04_26_878.jpg, D:\project\IMG\right_2024_11_03_13_04_26_878.jpg, 0, 1, 0, 10.90965
D:\project\IMG\center_2024_11_03_13_04_26_977.jpg, D:\project\IMG\left_2024_11_03_13_04_26_977.jpg, D:\project\IMG\right_2024_11_03_13_04_26_977.jpg, 0, 1, 0, 12.13837
D:\project\IMG\center_2024_11_03_13_04_27_081.jpg, D:\project\IMG\left_2024_11_03_13_04_27_081.jpg, D:\project\IMG\right_2024_11_03_13_04_27_081.jpg, 0, 1, 0, 13.12274
D:\project\IMG\center_2024_11_03_13_04_27_184.jpg, D:\project\IMG\left_2024_11_03_13_04_27_184.jpg, D:\project\IMG\right_2024_11_03_13_04_27_184.jpg, -0.2970906, 1, 0, 14.23053
D:\project\IMG\center_2024_11_03_13_04_27_288.jpg, D:\project\IMG\left_2024_11_03_13_04_27_288.jpg, D:\project\IMG\right_2024_11_03_13_04_27_288.jpg, -0.6062288, 1, 0, 15.0172
D:\project\IMG\center_2024_11_03_13_04_27_388.jpg, D:\project\IMG\left_2024_11_03_13_04_27_388.jpg, D:\project\IMG\right_2024_11_03_13_04_27_388.jpg, -0.3102975, 1, 0, 16.19744
D:\project\IMG\center_2024_11_03_13_04_27_489.jpg, D:\project\IMG\left_2024_11_03_13_04_27_489.jpg, D:\project\IMG\right_2024_11_03_13_04_27_489.jpg, -0.006962102, 1, 0, 17.08902
D:\project\IMG\center_2024_11_03_13_04_27_591.jpg, D:\project\IMG\left_2024_11_03_13_04_27_591.jpg, D:\project\IMG\right_2024_11_03_13_04_27_591.jpg, 0, 1, 0, 18.27181
D:\project\IMG\center_2024_11_03_13_04_27_696.jpg, D:\project\IMG\left_2024_11_03_13_04_27_696.jpg, D:\project\IMG\right_2024_11_03_13_04_27_696.jpg, 0, 1, 0, 19.48343
D:\project\IMG\center_2024_11_03_13_04_27_797.jpg, D:\project\IMG\left_2024_11_03_13_04_27_797.jpg, D:\project\IMG\right_2024_11_03_13_04_27_797.jpg, 0, 1, 0, 20.38324
D:\project\IMG\center_2024_11_03_13_04_27_900.jpg, D:\project\IMG\left_2024_11_03_13_04_27_900.jpg, D:\project\IMG\right_2024_11_03_13_04_27_900.jpg, 0, 1, 0, 21.46944
D:\project\IMG\center_2024_11_03_13_04_28_003.jpg, D:\project\IMG\left_2024_11_03_13_04_28_003.jpg, D:\project\IMG\right_2024_11_03_13_04_28_003.jpg, 0, 1, 0, 22.41519
D:\project\IMG\center_2024_11_03_13_04_28_105.jpg, D:\project\IMG\left_2024_11_03_13_04_28_105.jpg, D:\project\IMG\right_2024_11_03_13_04_28_105.jpg, 0, 1, 0, 23.42057
D:\project\IMG\center_2024_11_03_13_04_28_208.jpg, D:\project\IMG\left_2024_11_03_13_04_28_208.jpg, D:\project\IMG\right_2024_11_03_13_04_28_208.jpg, 0, 1, 0, 24.38604
D:\project\IMG\center_2024_11_03_13_04_28_312.jpg, D:\project\IMG\left_2024_11_03_13_04_28_312.jpg, D:\project\IMG\right_2024_11_03_13_04_28_312.jpg, -0.2803959, 1, 0, 25.31302
D:\project\IMG\center_2024_11_03_13_04_28_416.jpg, D:\project\IMG\left_2024_11_03_13_04_28_416.jpg, D:\project\IMG\right_2024_11_03_13_04_28_416.jpg, -0.2136783, 1, 0, 26.35249
D:\project\IMG\center_2024_11_03_13_04_28_520.jpg, D:\project\IMG\left_2024_11_03_13_04_28_520.jpg, D:\project\IMG\right_2024_11_03_13_04_28_520.jpg, 0, 1, 0, 27.29116
D:\project\IMG\center_2024_11_03_13_04_28_625.jpg, D:\project\IMG\left_2024_11_03_13_04_28_625.jpg, D:\project\IMG\right_2024_11_03_13_04_28_625.jpg, 0, 1, 0, 28.22057
D:\project\IMG\center_2024_11_03_13_04_28_727.jpg, D:\project\IMG\left_2024_11_03_13_04_28_727.jpg, D:\project\IMG\right_2024_11_03_13_04_28_727.jpg, 0, 1, 0, 29.14432
D:\project\IMG\center_2024_11_03_13_04_28_831.jpg, D:\project\IMG\left_2024_11_03_13_04_28_831.jpg, D:\project\IMG\right_2024_11_03_13_04_28_831.jpg, 0, 1, 0, 30.05944
D:\project\IMG\center_2024_11_03_13_04_28_933.jpg, D:\project\IMG\left_2024_11_03_13_04_28_933.jpg, D:\project\IMG\right_2024_11_03_13_04_28_933.jpg, 0, 1, 0, 30.19036
D:\project\IMG\center_2024_11_03_13_04_29_038.jpg, D:\project\IMG\left_2024_11_03_13_04_29_038.jpg, D:\project\IMG\right_2024_11_03_13_04_29_038.jpg, 0, 1, 0, 30.19029
D:\project\IMG\center_2024_11_03_13_04_29_139.jpg, D:\project\IMG\left_2024_11_03_13_04_29_139.jpg, D:\project\IMG\right_2024_11_03_13_04_29_139.jpg, 0, 1, 0, 30.1903
D:\project\IMG\center_2024_11_03_13_04_29_241.jpg, D:\project\IMG\left_2024_11_03_13_04_29_241.jpg, D:\project\IMG\right_2024_11_03_13_04_29_241.jpg, -0.0968142, 1, 0, 30.18793
D:\project\IMG\center_2024_11_03_13_04_29_345.jpg, D:\project\IMG\left_2024_11_03_13_04_29_345.jpg, D:\project\IMG\right_2024_11_03_13_04_29_345.jpg, -0.0956829, 1, 0, 30.19003
D:\project\IMG\center_2024_11_03_13_04_29_449.jpg, D:\project\IMG\left_2024_11_03_13_04_29_449.jpg, D:\project\IMG\right_2024_11_03_13_04_29_449.jpg, 0, 1, 0, 30.19006
D:\project\IMG\center_2024_11_03_13_04_29_553.jpg, D:\project\IMG\left_2024_11_03_13_04_29_553.jpg, D:\project\IMG\right_2024_11_03_13_04_29_553.jpg, 0, 1, 0, 30.1903
D:\project\IMG\center_2024_11_03_13_04_29_657.jpg, D:\project\IMG\left_2024_11_03_13_04_29_657.jpg, D:\project\IMG\right_2024_11_03_13_04_29_657.jpg, 0, 1, 0, 30.19049
D:\project\IMG\center_2024_11_03_13_04_29_759.jpg, D:\project\IMG\left_2024_11_03_13_04_29_759.jpg, D:\project\IMG\right_2024_11_03_13_04_29_759.jpg, -0.1446108, 1, 0, 30.18484
D:\project\IMG\center_2024_11_03_13_04_29_862.jpg, D:\project\IMG\left_2024_11_03_13_04_29_862.jpg, D:\project\IMG\right_2024_11_03_13_04_29_862.jpg, -0.2430954, 1, 0, 30.18203
D:\project\IMG\center_2024_11_03_13_04_29_963.jpg, D:\project\IMG\left_2024_11_03_13_04_29_963.jpg, D:\project\IMG\right_2024_11_03_13_04_29_963.jpg, 0, 1, 0, 30.18838
D:\project\IMG\center_2024_11_03_13_04_30_065.jpg, D:\project\IMG\left_2024_11_03_13_04_30_065.jpg, D:\project\IMG\right_2024_11_03_13_04_30_065.jpg, -0.154584, 1, 0, 30.18706
